"","Site","Plot","TIMESTAMP","Instrument","Instrument_ID","Sensor_ID","Location","Value","research_name","ID","F_OOB","F_OOS"
"530","GCW","W",2022-06-06 12:15:00,"CS EE181",NA,NA,NA,24.65,"wx_tempavg15","a7d2277ddedebc2b",0,0
"531","GCW","W",2022-06-06 12:30:00,"CS EE181",NA,NA,NA,24.75,"wx_tempavg15","039bae9f754f64e5",0,0
"532","GCW","W",2022-06-06 12:45:00,"CS EE181",NA,NA,NA,25.21,"wx_tempavg15","1447b18b801fc0c8",0,0
"533","GCW","W",2022-06-06 13:00:00,"CS EE181",NA,NA,NA,24.94,"wx_tempavg15","c3ffc820530d6c0d",0,0
"534","GCW","W",2022-06-06 13:15:00,"CS EE181",NA,NA,NA,24.95,"wx_tempavg15","9315cbc9b0a6fdd8",0,0
"535","GCW","W",2022-06-06 13:30:00,"CS EE181",NA,NA,NA,25.11,"wx_tempavg15","e0a5c1643848162e",0,0
"536","GCW","W",2022-06-06 13:45:00,"CS EE181",NA,NA,NA,25.2,"wx_tempavg15","05ada27dc608c7bb",0,0
"537","GCW","W",2022-06-06 14:00:00,"CS EE181",NA,NA,NA,25.38,"wx_tempavg15","3005a4a2e4134715",0,0
"538","GCW","W",2022-06-06 14:15:00,"CS EE181",NA,NA,NA,25.35,"wx_tempavg15","6d00704aab11296c",0,0
"539","GCW","W",2022-06-06 14:30:00,"CS EE181",NA,NA,NA,25.44,"wx_tempavg15","a928ed3f958afbba",0,0
"540","GCW","W",2022-06-06 14:45:00,"CS EE181",NA,NA,NA,25.32,"wx_tempavg15","211ad2ed811e51d8",0,0
"541","GCW","W",2022-06-06 15:00:00,"CS EE181",NA,NA,NA,25.42,"wx_tempavg15","6ed07f2508d95bba",0,0
"542","GCW","W",2022-06-06 15:15:00,"CS EE181",NA,NA,NA,25.36,"wx_tempavg15","04922b84e3c32c88",0,0
"543","GCW","W",2022-06-06 15:30:00,"CS EE181",NA,NA,NA,25.29,"wx_tempavg15","3cd417dd7b72142e",0,0
"544","GCW","W",2022-06-06 15:45:00,"CS EE181",NA,NA,NA,25.1,"wx_tempavg15","47adffb7dd533b3a",0,0
"545","GCW","W",2022-06-06 16:00:00,"CS EE181",NA,NA,NA,24.81,"wx_tempavg15","ab814bed14795c26",0,0
"546","GCW","W",2022-06-06 16:15:00,"CS EE181",NA,NA,NA,24.44,"wx_tempavg15","11e1fd2b9c695b0d",0,0
"547","GCW","W",2022-06-06 16:30:00,"CS EE181",NA,NA,NA,24.49,"wx_tempavg15","0e35ec21dc6137de",0,0
"548","GCW","W",2022-06-06 16:45:00,"CS EE181",NA,NA,NA,24.38,"wx_tempavg15","a0f279f1b32b8eae",0,0
"549","GCW","W",2022-06-06 17:00:00,"CS EE181",NA,NA,NA,23.97,"wx_tempavg15","5095d2ddcd413a86",0,0
"550","GCW","W",2022-06-06 17:15:00,"CS EE181",NA,NA,NA,23.85,"wx_tempavg15","f9fc7d5046c947ba",0,0
"551","GCW","W",2022-06-06 17:30:00,"CS EE181",NA,NA,NA,23.63,"wx_tempavg15","d7e2b96bafb65b26",0,0
"552","GCW","W",2022-06-06 17:45:00,"CS EE181",NA,NA,NA,23.34,"wx_tempavg15","c732b82612ac568a",0,0
"553","GCW","W",2022-06-06 18:00:00,"CS EE181",NA,NA,NA,23.22,"wx_tempavg15","12e1b33b1a0d597c",0,0
"554","GCW","W",2022-06-06 18:15:00,"CS EE181",NA,NA,NA,22.83,"wx_tempavg15","06dd9c1a4d032ca4",0,0
"555","GCW","W",2022-06-06 18:30:00,"CS EE181",NA,NA,NA,22.59,"wx_tempavg15","f399a009ff80c3bd",0,0
"556","GCW","W",2022-06-06 18:45:00,"CS EE181",NA,NA,NA,22.47,"wx_tempavg15","445b3e0061b561d9",0,0
"557","GCW","W",2022-06-06 19:00:00,"CS EE181",NA,NA,NA,22.23,"wx_tempavg15","6e4788d026123639",0,0
"558","GCW","W",2022-06-06 19:15:00,"CS EE181",NA,NA,NA,22.09,"wx_tempavg15","19bc3593e8b6c4b2",0,0
"559","GCW","W",2022-06-06 19:30:00,"CS EE181",NA,NA,NA,21.84,"wx_tempavg15","410d22eedb359020",0,0
"560","GCW","W",2022-06-06 19:45:00,"CS EE181",NA,NA,NA,21.73,"wx_tempavg15","ecd8cd226cca8886",0,0
"561","GCW","W",2022-06-06 20:00:00,"CS EE181",NA,NA,NA,21.46,"wx_tempavg15","f8011eca51aa92ec",0,0
"562","GCW","W",2022-06-06 20:15:00,"CS EE181",NA,NA,NA,21.54,"wx_tempavg15","c34927dbc0f303de",0,0
"563","GCW","W",2022-06-06 20:30:00,"CS EE181",NA,NA,NA,21.53,"wx_tempavg15","eb918ad41767c65b",0,0
"564","GCW","W",2022-06-06 20:45:00,"CS EE181",NA,NA,NA,21.36,"wx_tempavg15","c4db45a526c4bc77",0,0
"565","GCW","W",2022-06-06 21:00:00,"CS EE181",NA,NA,NA,21.29,"wx_tempavg15","e7b4b4a79915e674",0,0
"566","GCW","W",2022-06-06 21:15:00,"CS EE181",NA,NA,NA,21.17,"wx_tempavg15","03407c5e3b3ae4ee",0,0
"567","GCW","W",2022-06-06 21:30:00,"CS EE181",NA,NA,NA,20.81,"wx_tempavg15","3eac425c783c2646",0,0
"568","GCW","W",2022-06-06 21:45:00,"CS EE181",NA,NA,NA,20.7,"wx_tempavg15","3d2f7e288cc150bc",0,0
"569","GCW","W",2022-06-06 22:00:00,"CS EE181",NA,NA,NA,20.64,"wx_tempavg15","6a29bb0918bd321f",0,0
"570","GCW","W",2022-06-06 22:15:00,"CS EE181",NA,NA,NA,20.61,"wx_tempavg15","e1d1fe9f4b08a6d5",0,0
"571","GCW","W",2022-06-06 22:30:00,"CS EE181",NA,NA,NA,20.65,"wx_tempavg15","debdca53cafd126a",0,0
"572","GCW","W",2022-06-06 22:45:00,"CS EE181",NA,NA,NA,20.58,"wx_tempavg15","e710febb4ee32720",0,0
"573","GCW","W",2022-06-06 23:00:00,"CS EE181",NA,NA,NA,20.38,"wx_tempavg15","b9a47f84103cfc29",0,0
"574","GCW","W",2022-06-06 23:15:00,"CS EE181",NA,NA,NA,20.29,"wx_tempavg15","a43961fc06021bff",0,0
"575","GCW","W",2022-06-06 23:30:00,"CS EE181",NA,NA,NA,20.16,"wx_tempavg15","6a3ea700f987a036",0,0
"576","GCW","W",2022-06-06 23:45:00,"CS EE181",NA,NA,NA,20.02,"wx_tempavg15","86ab446cbbbcac88",0,0
"577","GCW","W",2022-06-07,"CS EE181",NA,NA,NA,19.92,"wx_tempavg15","db1e4ae9a6b2f22a",0,0
"578","GCW","W",2022-06-07 00:15:00,"CS EE181",NA,NA,NA,19.73,"wx_tempavg15","29b7a3e21d24eb07",0,0
"579","GCW","W",2022-06-07 00:30:00,"CS EE181",NA,NA,NA,19.59,"wx_tempavg15","bde9decc47eae254",0,0
"580","GCW","W",2022-06-07 00:45:00,"CS EE181",NA,NA,NA,19.53,"wx_tempavg15","827324720414a103",0,0
"581","GCW","W",2022-06-07 01:00:00,"CS EE181",NA,NA,NA,19.59,"wx_tempavg15","c5df476bf4d52e93",0,0
"582","GCW","W",2022-06-07 01:15:00,"CS EE181",NA,NA,NA,19.4,"wx_tempavg15","baa1500e840138dc",0,0
"583","GCW","W",2022-06-07 01:30:00,"CS EE181",NA,NA,NA,19.01,"wx_tempavg15","374094fceda0bf6c",0,0
"584","GCW","W",2022-06-07 01:45:00,"CS EE181",NA,NA,NA,18.61,"wx_tempavg15","4dd9f0ea85f114bd",0,0
"585","GCW","W",2022-06-07 02:00:00,"CS EE181",NA,NA,NA,18.18,"wx_tempavg15","c9593e8d260453e1",0,0
"586","GCW","W",2022-06-07 02:15:00,"CS EE181",NA,NA,NA,17.78,"wx_tempavg15","b5fe325878870e4e",0,0
"587","GCW","W",2022-06-07 02:30:00,"CS EE181",NA,NA,NA,17.72,"wx_tempavg15","7311ca45d0bdb9fd",0,0
"588","GCW","W",2022-06-07 02:45:00,"CS EE181",NA,NA,NA,17.48,"wx_tempavg15","b6f713d28e015251",0,0
"589","GCW","W",2022-06-07 03:00:00,"CS EE181",NA,NA,NA,17.23,"wx_tempavg15","be2262467f8657ca",0,0
"590","GCW","W",2022-06-07 03:15:00,"CS EE181",NA,NA,NA,17.15,"wx_tempavg15","6de5d8c3eabb4a7b",0,0
"591","GCW","W",2022-06-07 03:30:00,"CS EE181",NA,NA,NA,17.41,"wx_tempavg15","7b21719fd3075863",0,0
"592","GCW","W",2022-06-07 03:45:00,"CS EE181",NA,NA,NA,17.53,"wx_tempavg15","9abd3eaa2f48464b",0,0
"593","GCW","W",2022-06-07 04:00:00,"CS EE181",NA,NA,NA,17.54,"wx_tempavg15","8265ef306d690599",0,0
"594","GCW","W",2022-06-07 04:15:00,"CS EE181",NA,NA,NA,17.32,"wx_tempavg15","deaa0e660daec095",0,0
"595","GCW","W",2022-06-07 04:30:00,"CS EE181",NA,NA,NA,17.28,"wx_tempavg15","44d43b45d35c13d4",0,0
"596","GCW","W",2022-06-07 04:45:00,"CS EE181",NA,NA,NA,17.18,"wx_tempavg15","b7b63c8b4660cb2d",0,0
"597","GCW","W",2022-06-07 05:00:00,"CS EE181",NA,NA,NA,17.17,"wx_tempavg15","d3c664dcb4a08f8a",0,0
"598","GCW","W",2022-06-07 05:15:00,"CS EE181",NA,NA,NA,17.34,"wx_tempavg15","b8e3ce10996ca8b0",0,0
"599","GCW","W",2022-06-07 05:30:00,"CS EE181",NA,NA,NA,17.59,"wx_tempavg15","fd194ba616e07d87",0,0
"600","GCW","W",2022-06-07 05:45:00,"CS EE181",NA,NA,NA,17.84,"wx_tempavg15","3d2220ad5d8e89b8",0,0
"601","GCW","W",2022-06-07 06:00:00,"CS EE181",NA,NA,NA,18.48,"wx_tempavg15","89df4405847e7882",0,0
"602","GCW","W",2022-06-07 06:15:00,"CS EE181",NA,NA,NA,18.63,"wx_tempavg15","fdf11504d8eb033b",0,0
"603","GCW","W",2022-06-07 06:30:00,"CS EE181",NA,NA,NA,19.37,"wx_tempavg15","2a82f31958875dfb",0,0
"604","GCW","W",2022-06-07 06:45:00,"CS EE181",NA,NA,NA,20.42,"wx_tempavg15","c79d58e8caec079a",0,0
"605","GCW","W",2022-06-07 07:00:00,"CS EE181",NA,NA,NA,21.13,"wx_tempavg15","ea75a717481bda59",0,0
"606","GCW","W",2022-06-07 07:15:00,"CS EE181",NA,NA,NA,21.43,"wx_tempavg15","3f5d5f436e5c35e1",0,0
"607","GCW","W",2022-06-07 07:30:00,"CS EE181",NA,NA,NA,21.78,"wx_tempavg15","798661881cb830df",0,0
"608","GCW","W",2022-06-07 07:45:00,"CS EE181",NA,NA,NA,22.23,"wx_tempavg15","cb1ea8b52636c7ba",0,0
"609","GCW","W",2022-06-07 08:00:00,"CS EE181",NA,NA,NA,22.4,"wx_tempavg15","f96ef449d912ad9c",0,0
"610","GCW","W",2022-06-07 08:15:00,"CS EE181",NA,NA,NA,22.67,"wx_tempavg15","8b17f9ddb521ecfb",0,0
"611","GCW","W",2022-06-07 08:30:00,"CS EE181",NA,NA,NA,23.64,"wx_tempavg15","7ab7dfdeaa443e23",0,0
"612","GCW","W",2022-06-07 08:45:00,"CS EE181",NA,NA,NA,23.96,"wx_tempavg15","1a026cc4227211b6",0,0
"613","GCW","W",2022-06-07 09:00:00,"CS EE181",NA,NA,NA,24.5,"wx_tempavg15","8046a7fb3677d67e",0,0
"614","GCW","W",2022-06-07 09:15:00,"CS EE181",NA,NA,NA,24.72,"wx_tempavg15","813e6a4592fc8903",0,0
"615","GCW","W",2022-06-07 09:30:00,"CS EE181",NA,NA,NA,25.01,"wx_tempavg15","22a4b3538e3aa363",0,0
"616","GCW","W",2022-06-07 09:45:00,"CS EE181",NA,NA,NA,24.61,"wx_tempavg15","3f4d95940184195b",0,0
"617","GCW","W",2022-06-07 10:00:00,"CS EE181",NA,NA,NA,24.89,"wx_tempavg15","26b689f4db4c6413",0,0
"618","GCW","W",2022-06-07 10:15:00,"CS EE181",NA,NA,NA,24.91,"wx_tempavg15","26b670084ef48866",0,0
"619","GCW","W",2022-06-07 10:30:00,"CS EE181",NA,NA,NA,25.02,"wx_tempavg15","04ee89f783585188",0,0
"620","GCW","W",2022-06-07 10:45:00,"CS EE181",NA,NA,NA,25.01,"wx_tempavg15","41a87016eea38e57",0,0
"621","GCW","W",2022-06-07 11:00:00,"CS EE181",NA,NA,NA,25,"wx_tempavg15","217f70aa8c348a52",0,0
"622","GCW","W",2022-06-07 11:15:00,"CS EE181",NA,NA,NA,24.55,"wx_tempavg15","fbf09698a342c297",0,0
"623","GCW","W",2022-06-07 11:30:00,"CS EE181",NA,NA,NA,24.98,"wx_tempavg15","ccd9d068fc1956ff",0,0
"624","GCW","W",2022-06-07 11:45:00,"CS EE181",NA,NA,NA,24.64,"wx_tempavg15","8cb4613e614008d2",0,0
"625","GCW","W",2022-06-07 12:00:00,"CS EE181",NA,NA,NA,24.41,"wx_tempavg15","5255cd652090eda9",0,0
"626","GCW","W",2022-06-07 12:15:00,"CS EE181",NA,NA,NA,24.54,"wx_tempavg15","48d59f7e32d7aa02",0,0
"627","GCW","W",2022-06-07 12:30:00,"CS EE181",NA,NA,NA,24.77,"wx_tempavg15","24d1c66f15e550f2",0,0
"628","GCW","W",2022-06-07 12:45:00,"CS EE181",NA,NA,NA,24.63,"wx_tempavg15","1c46a65563484f85",0,0
"629","GCW","W",2022-06-07 13:00:00,"CS EE181",NA,NA,NA,24.47,"wx_tempavg15","69a4b4619c39b42c",0,0
"630","GCW","W",2022-06-07 13:15:00,"CS EE181",NA,NA,NA,24.42,"wx_tempavg15","8fa3dd1aa7ad1cbe",0,0
"631","GCW","W",2022-06-07 13:30:00,"CS EE181",NA,NA,NA,24.38,"wx_tempavg15","3f3f64cd04b7a674",0,0
"632","GCW","W",2022-06-07 13:45:00,"CS EE181",NA,NA,NA,24.19,"wx_tempavg15","169fa91590ee2655",0,0
"633","GCW","W",2022-06-07 14:00:00,"CS EE181",NA,NA,NA,24.3,"wx_tempavg15","a4f6b86f3300a858",0,0
"634","GCW","W",2022-06-07 14:15:00,"CS EE181",NA,NA,NA,24.51,"wx_tempavg15","bd86a13b59698e8d",0,0
"635","GCW","W",2022-06-07 14:30:00,"CS EE181",NA,NA,NA,24.5,"wx_tempavg15","aa3557a89e780284",0,0
"636","GCW","W",2022-06-07 14:45:00,"CS EE181",NA,NA,NA,24.08,"wx_tempavg15","9d9a3633e5c9ba0c",0,0
"637","GCW","W",2022-06-07 15:00:00,"CS EE181",NA,NA,NA,23.88,"wx_tempavg15","393884e12416e1b5",0,0
"638","GCW","W",2022-06-07 15:15:00,"CS EE181",NA,NA,NA,23.75,"wx_tempavg15","cdba776a26a2d7a4",0,0
"639","GCW","W",2022-06-07 15:30:00,"CS EE181",NA,NA,NA,23.24,"wx_tempavg15","352564a8b9d5cabb",0,0
"640","GCW","W",2022-06-07 15:45:00,"CS EE181",NA,NA,NA,22.83,"wx_tempavg15","7b640a74fdf774ed",0,0
"641","GCW","W",2022-06-07 16:00:00,"CS EE181",NA,NA,NA,22.69,"wx_tempavg15","f616b8baf1339e6f",0,0
"642","GCW","W",2022-06-07 16:15:00,"CS EE181",NA,NA,NA,22.87,"wx_tempavg15","ae21c8164dea3428",0,0
"643","GCW","W",2022-06-07 16:30:00,"CS EE181",NA,NA,NA,23,"wx_tempavg15","91b0522c42e037ca",0,0
"644","GCW","W",2022-06-07 16:45:00,"CS EE181",NA,NA,NA,22.66,"wx_tempavg15","6f83ecd79c95d95f",0,0
"645","GCW","W",2022-06-07 17:00:00,"CS EE181",NA,NA,NA,22.22,"wx_tempavg15","b0fd66d7c3710bcf",0,0
"646","GCW","W",2022-06-07 17:15:00,"CS EE181",NA,NA,NA,22.08,"wx_tempavg15","3bea80ac8ce81491",0,0
"647","GCW","W",2022-06-07 17:30:00,"CS EE181",NA,NA,NA,22.02,"wx_tempavg15","7294d54d2fac4398",0,0
"648","GCW","W",2022-06-07 17:45:00,"CS EE181",NA,NA,NA,22.24,"wx_tempavg15","c9738e86d02af739",0,0
"649","GCW","W",2022-06-07 18:00:00,"CS EE181",NA,NA,NA,22.53,"wx_tempavg15","60c30c2bb227b008",0,0
"650","GCW","W",2022-06-07 18:15:00,"CS EE181",NA,NA,NA,22.86,"wx_tempavg15","5502de16eaef6c3b",0,0
"651","GCW","W",2022-06-07 18:30:00,"CS EE181",NA,NA,NA,22.96,"wx_tempavg15","f3a1d77f2dcb0b75",0,0
"652","GCW","W",2022-06-07 18:45:00,"CS EE181",NA,NA,NA,23.1,"wx_tempavg15","5635cefb348f56ba",0,0
"653","GCW","W",2022-06-07 19:00:00,"CS EE181",NA,NA,NA,23.16,"wx_tempavg15","3c2bdb3e5490d1f9",0,0
"654","GCW","W",2022-06-07 19:15:00,"CS EE181",NA,NA,NA,22.65,"wx_tempavg15","e96e0b461bc6f7ad",0,0
"655","GCW","W",2022-06-07 19:30:00,"CS EE181",NA,NA,NA,22.14,"wx_tempavg15","e6648299e57fa625",0,0
"656","GCW","W",2022-06-07 19:45:00,"CS EE181",NA,NA,NA,22.34,"wx_tempavg15","0c1ccd296003c442",0,0
"657","GCW","W",2022-06-07 20:00:00,"CS EE181",NA,NA,NA,22.45,"wx_tempavg15","0c4221f4840eae51",0,0
"658","GCW","W",2022-06-07 20:15:00,"CS EE181",NA,NA,NA,22.53,"wx_tempavg15","d90acd50393f6f0d",0,0
"659","GCW","W",2022-06-07 20:30:00,"CS EE181",NA,NA,NA,22.58,"wx_tempavg15","426b069a2ad5ffed",0,0
"660","GCW","W",2022-06-07 20:45:00,"CS EE181",NA,NA,NA,21.92,"wx_tempavg15","b08bf2f7759b1e8f",0,0
"661","GCW","W",2022-06-07 21:00:00,"CS EE181",NA,NA,NA,21.36,"wx_tempavg15","3dc6887891b2c55f",0,0
"662","GCW","W",2022-06-07 21:15:00,"CS EE181",NA,NA,NA,21.18,"wx_tempavg15","2e6fd151756cf0f7",0,0
"663","GCW","W",2022-06-07 21:30:00,"CS EE181",NA,NA,NA,21.1,"wx_tempavg15","15d7a5c1de3a8961",0,0
"664","GCW","W",2022-06-07 21:45:00,"CS EE181",NA,NA,NA,21.03,"wx_tempavg15","b8266e4edab118bf",0,0
"665","GCW","W",2022-06-07 22:00:00,"CS EE181",NA,NA,NA,20.97,"wx_tempavg15","e655ebf31d3afd0a",0,0
"666","GCW","W",2022-06-07 22:15:00,"CS EE181",NA,NA,NA,20.82,"wx_tempavg15","4f0e44d853b3f212",0,0
"667","GCW","W",2022-06-07 22:30:00,"CS EE181",NA,NA,NA,20.83,"wx_tempavg15","578d778492ccb6f2",0,0
"668","GCW","W",2022-06-07 22:45:00,"CS EE181",NA,NA,NA,20.79,"wx_tempavg15","5a7935089b29f61c",0,0
"669","GCW","W",2022-06-07 23:00:00,"CS EE181",NA,NA,NA,20.74,"wx_tempavg15","bf41925baf6507cc",0,0
"670","GCW","W",2022-06-07 23:15:00,"CS EE181",NA,NA,NA,20.73,"wx_tempavg15","c654a56744125565",0,0
"671","GCW","W",2022-06-07 23:30:00,"CS EE181",NA,NA,NA,20.62,"wx_tempavg15","77ac37e68ec5b2ef",0,0
"672","GCW","W",2022-06-07 23:45:00,"CS EE181",NA,NA,NA,20.42,"wx_tempavg15","7be91a9d6457bc39",0,0
"673","GCW","W",2022-06-08,"CS EE181",NA,NA,NA,20.33,"wx_tempavg15","43bda636a9d34b85",0,0
"674","GCW","W",2022-06-08 00:15:00,"CS EE181",NA,NA,NA,20.25,"wx_tempavg15","f58e89179f8a191b",0,0
"675","GCW","W",2022-06-08 00:30:00,"CS EE181",NA,NA,NA,20.15,"wx_tempavg15","8a5f158081c4dbc6",0,0
"676","GCW","W",2022-06-08 00:45:00,"CS EE181",NA,NA,NA,20.03,"wx_tempavg15","256e2a94e173bea5",0,0
"677","GCW","W",2022-06-08 01:00:00,"CS EE181",NA,NA,NA,19.97,"wx_tempavg15","fada37ed277ceaf4",0,0
"678","GCW","W",2022-06-08 01:15:00,"CS EE181",NA,NA,NA,19.88,"wx_tempavg15","f78fa8b06f78b56b",0,0
"679","GCW","W",2022-06-08 01:30:00,"CS EE181",NA,NA,NA,19.8,"wx_tempavg15","08d69350a3d92de3",0,0
"680","GCW","W",2022-06-08 01:45:00,"CS EE181",NA,NA,NA,19.74,"wx_tempavg15","c27e3906b95cc2fd",0,0
"681","GCW","W",2022-06-08 02:00:00,"CS EE181",NA,NA,NA,19.7,"wx_tempavg15","c32371c41b0a30ba",0,0
"682","GCW","W",2022-06-08 02:15:00,"CS EE181",NA,NA,NA,19.62,"wx_tempavg15","8947f75ec3f7b287",0,0
"683","GCW","W",2022-06-08 02:30:00,"CS EE181",NA,NA,NA,19.5,"wx_tempavg15","415e1028bb05c341",0,0
"684","GCW","W",2022-06-08 02:45:00,"CS EE181",NA,NA,NA,19.46,"wx_tempavg15","c053aec7605bc67b",0,0
"685","GCW","W",2022-06-08 03:00:00,"CS EE181",NA,NA,NA,19.36,"wx_tempavg15","ad420e0327c75039",0,0
"686","GCW","W",2022-06-08 03:15:00,"CS EE181",NA,NA,NA,19.37,"wx_tempavg15","785b16790c7fd587",0,0
"687","GCW","W",2022-06-08 03:30:00,"CS EE181",NA,NA,NA,19.18,"wx_tempavg15","997a798f303c130e",0,0
"688","GCW","W",2022-06-08 03:45:00,"CS EE181",NA,NA,NA,19.01,"wx_tempavg15","fcec3ad9f3604af2",0,0
"689","GCW","W",2022-06-08 04:00:00,"CS EE181",NA,NA,NA,18.94,"wx_tempavg15","b0d1bb7bc0cefc8c",0,0
"690","GCW","W",2022-06-08 04:15:00,"CS EE181",NA,NA,NA,18.95,"wx_tempavg15","936f1685c859be6b",0,0
"691","GCW","W",2022-06-08 04:30:00,"CS EE181",NA,NA,NA,18.91,"wx_tempavg15","d61a91e27c16d84e",0,0
"692","GCW","W",2022-06-08 04:45:00,"CS EE181",NA,NA,NA,18.82,"wx_tempavg15","08ebb8c2930453c4",0,0
"693","GCW","W",2022-06-08 05:00:00,"CS EE181",NA,NA,NA,18.96,"wx_tempavg15","eb8860d409b55994",0,0
"694","GCW","W",2022-06-08 05:15:00,"CS EE181",NA,NA,NA,19.19,"wx_tempavg15","13e2ef01e81b64de",0,0
"695","GCW","W",2022-06-08 05:30:00,"CS EE181",NA,NA,NA,19.64,"wx_tempavg15","ef66dc7230b39cc0",0,0
"696","GCW","W",2022-06-08 05:45:00,"CS EE181",NA,NA,NA,19.88,"wx_tempavg15","7619b8b9803b5051",0,0
"697","GCW","W",2022-06-08 06:00:00,"CS EE181",NA,NA,NA,20.32,"wx_tempavg15","a5aa143e116c8d3e",0,0
"698","GCW","W",2022-06-08 06:15:00,"CS EE181",NA,NA,NA,20.66,"wx_tempavg15","055ac5d167c3d77f",0,0
"699","GCW","W",2022-06-08 06:30:00,"CS EE181",NA,NA,NA,21.55,"wx_tempavg15","361b845d8e388fd5",0,0
"700","GCW","W",2022-06-08 06:45:00,"CS EE181",NA,NA,NA,22.46,"wx_tempavg15","b07924fdbe906545",0,0
"701","GCW","W",2022-06-08 07:00:00,"CS EE181",NA,NA,NA,23.1,"wx_tempavg15","81e193bf6a443e5d",0,0
"702","GCW","W",2022-06-08 07:15:00,"CS EE181",NA,NA,NA,23.47,"wx_tempavg15","e55842c206538bbd",0,0
"703","GCW","W",2022-06-08 07:30:00,"CS EE181",NA,NA,NA,23.85,"wx_tempavg15","4d3817259adea0b4",0,0
"704","GCW","W",2022-06-08 07:45:00,"CS EE181",NA,NA,NA,24.29,"wx_tempavg15","420c4d8e187a9804",0,0
"705","GCW","W",2022-06-08 08:00:00,"CS EE181",NA,NA,NA,24.97,"wx_tempavg15","6a9d4e37aa70e580",0,0
"706","GCW","W",2022-06-08 08:15:00,"CS EE181",NA,NA,NA,24.79,"wx_tempavg15","d88b9c8930daed35",0,0
"707","GCW","W",2022-06-08 08:30:00,"CS EE181",NA,NA,NA,24.6,"wx_tempavg15","27ae5f6413e8ec7a",0,0
"708","GCW","W",2022-06-08 08:45:00,"CS EE181",NA,NA,NA,24.76,"wx_tempavg15","6dc54590ed67e7a1",0,0
"709","GCW","W",2022-06-08 09:00:00,"CS EE181",NA,NA,NA,24.96,"wx_tempavg15","3de6f29bd94029d0",0,0
"710","GCW","W",2022-06-08 09:15:00,"CS EE181",NA,NA,NA,25.4,"wx_tempavg15","ea08239aaafb84e5",0,0
"711","GCW","W",2022-06-08 09:30:00,"CS EE181",NA,NA,NA,25.92,"wx_tempavg15","3e566b7fa0b5541e",0,0
"712","GCW","W",2022-06-08 09:45:00,"CS EE181",NA,NA,NA,26.55,"wx_tempavg15","bb1291f21fea961f",0,0
"713","GCW","W",2022-06-08 10:00:00,"CS EE181",NA,NA,NA,26.74,"wx_tempavg15","a18e7d690a6c539c",0,0
"714","GCW","W",2022-06-08 10:15:00,"CS EE181",NA,NA,NA,27.17,"wx_tempavg15","758b232425eae98f",0,0
"715","GCW","W",2022-06-08 10:30:00,"CS EE181",NA,NA,NA,27.33,"wx_tempavg15","7daf5cc672881761",0,0
"716","GCW","W",2022-06-08 10:45:00,"CS EE181",NA,NA,NA,27.78,"wx_tempavg15","b63f509cd20b08ff",0,0
"717","GCW","W",2022-06-08 11:00:00,"CS EE181",NA,NA,NA,27.92,"wx_tempavg15","fa68125820605b46",0,0
"718","GCW","W",2022-06-08 11:15:00,"CS EE181",NA,NA,NA,28.09,"wx_tempavg15","18d7b932e7859cdf",0,0
"719","GCW","W",2022-06-08 11:30:00,"CS EE181",NA,NA,NA,27.97,"wx_tempavg15","6f16bbe5969a9799",0,0
"720","GCW","W",2022-06-08 11:45:00,"CS EE181",NA,NA,NA,27.93,"wx_tempavg15","ae43e5deabaf5442",0,0
"721","GCW","W",2022-06-08 12:00:00,"CS EE181",NA,NA,NA,28.41,"wx_tempavg15","000a11012a3b2a5f",0,0
"722","GCW","W",2022-06-08 12:15:00,"CS EE181",NA,NA,NA,27.94,"wx_tempavg15","f4e5b5c70f1cdad0",0,0
"723","GCW","W",2022-06-08 12:30:00,"CS EE181",NA,NA,NA,27.41,"wx_tempavg15","85e5493a3187c86b",0,0
"724","GCW","W",2022-06-08 12:45:00,"CS EE181",NA,NA,NA,27.37,"wx_tempavg15","9f731ac43ad8e767",0,0
"725","GCW","W",2022-06-08 13:00:00,"CS EE181",NA,NA,NA,27.42,"wx_tempavg15","a62fc981cf7a6fed",0,0
"726","GCW","W",2022-06-08 13:15:00,"CS EE181",NA,NA,NA,27.96,"wx_tempavg15","2ed079e1daa8a270",0,0
"727","GCW","W",2022-06-08 13:30:00,"CS EE181",NA,NA,NA,28.02,"wx_tempavg15","641e169819e1ed20",0,0
"728","GCW","W",2022-06-08 13:45:00,"CS EE181",NA,NA,NA,28.14,"wx_tempavg15","c46e0ad437ad66b8",0,0
"729","GCW","W",2022-06-08 14:00:00,"CS EE181",NA,NA,NA,27.02,"wx_tempavg15","0ce45e136dc43dd2",0,0
"730","GCW","W",2022-06-08 14:15:00,"CS EE181",NA,NA,NA,27.39,"wx_tempavg15","55234df461028f9b",0,0
"731","GCW","W",2022-06-08 14:30:00,"CS EE181",NA,NA,NA,27.64,"wx_tempavg15","93a584821e065039",0,0
"732","GCW","W",2022-06-08 14:45:00,"CS EE181",NA,NA,NA,28.22,"wx_tempavg15","4da0b2ccb881ce74",0,0
"733","GCW","W",2022-06-08 15:00:00,"CS EE181",NA,NA,NA,28.48,"wx_tempavg15","30d1a713147ad0a2",0,0
"734","GCW","W",2022-06-08 15:15:00,"CS EE181",NA,NA,NA,28.69,"wx_tempavg15","9f4b020382eb71d4",0,0
